Артикул;Название;Категория;Описание;Состав;Размер;Цена;Изображение;Группа;Тема;Название акции;Скидка
40-00/274/000/76;Комплект подарунковий “Настурція” ;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Настурція” ;100% льон;Цукерниця 35х35 см - 1 шт., серветки 35х35 см – 4 шт. ;369;40-00-274-000-76.JPG;;;;
42-18/297/000/76;Комплект подарунковий “Чорнобривці” сірий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Чорнобривці” сірий;100% льон;Столешня 60х110 см - 1 шт., серветки 35х35 см - 4 шт.;490;P1200637.JPG;;;;
42-18/297/101/76;Комплект подарунковий “Чорнобривці” білий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Чорнобривці” білий;100% льон;Столешня 60х110 см - 1 шт., серветки 35х35 см - 4 шт.;490;P1200638.JPG;;;;
42-18/300/000/76;Комплект подарунковий “Калина” сірий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Калина” сірий;100% льон;Столешня 60х110 см - 1 шт., серветки 35х35 см - 4 шт.;490;P1200635.JPG;;;;
42-18/300/101/76;Комплект подарунковий “Калина” білий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Калина” білий;100% льон;Столешня 60х110 см - 1 шт., серветки 35х35 см - 4 шт.;490;P1200636.JPG;;;;
12-10/202/000/18;Доріжка “Чорнобривці” синя;Домашній текстиль/Для кухні/Рушники;Доріжка “Чорнобривці” синя;100% льон;48х140 см;390;P1200639.JPG;;;;
82-04/266/000/76;Рушник колекція “Гурман” Вечеря;Домашній текстиль/Для кухні/Рушники;Рушник колекція “Гурман” Вечеря;100% льон;45х75 см;119;P1200640.JPG;;;;
42-10/246/857/76;Комплект подарунковий “Сузір`я” бордовий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сузір`я” бордовий;100% льон;Столешня 50х140 см - 1 шт., серветки 35х35 см - 4 шт.;490;42-10-246-857.jpg;;;;
42-10/246/884/76;Комплект подарунковий “Сузір`я” оливковий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сузір`я” оливковий;100% льон;Столешня 50х140 см - 1 шт., серветки 35х35 см - 4 шт.;490;42-10-246-884.jpg;;;;
42-10/246/957/76;Комплект подарунковий “Сузір`я” кавовий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сузір`я” кавовий;100% льон;Столешня 50х140 см - 1 шт., серветки 35х35 см - 4 шт.;490;42-10-246-957.jpg;;;;
40-00/246/000/76;Комплект подарунковий “Сузір`я” кавовий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сузір`я” кавовий;100% льон;Цукерниця 35х35 см - 1 шт., серветки 35х35 см – 4 шт. ;369;40-00-246-000.jpg;;;;
40-00/246/857/76;Комплект подарунковий “Сузір`я” бордовий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сузір`я” бордовий;100% льон;Цукерниця 35х35 см - 1 шт., серветки 35х35 см – 4 шт. ;369;40-00-246-857.jpg;;;;
40-00/246/884/76;Комплект подарунковий “Сузір`я” оливковий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сузір`я” оливковий;100% льон;Цукерниця 35х35 см - 1 шт., серветки 35х35 см – 4 шт. ;369;40-00-246-884.jpg;;;;
32-07/246/584/76;Сет “Сузір`я” молочний з бордовою вишивкою;Домашній текстиль/Для кухні/Серветки;Сет “Сузір`я” молочний з кавовою вишивкою;100% льон;30х40 см;89;32-07-246-584.jpg;;;;
32-07/246/884/76;Сет “Сузір`я” молочний з оливковою вишивкою;Домашній текстиль/Для кухні/Серветки;Сет “Сузір`я” молочний з оливковою вишивкою;100% льон;30х40 см;89;32-07-246-884.jpg;;;;
32-07/246/957/76;Сет “Сузір`я” молочний з кавовою вишивкою;Домашній текстиль/Для кухні/Серветки;Сет “Сузір`я” молочний з кавовою вишивкою;100% льон;30х40 см;89;32-07-246-957.jpg;;;;
12-10/314/743/76;Доріжка “Зимова казка” сіра;Домашній текстиль/Для кухні/Скатертини;Доріжка “Зимова казка” сіра;100% льон;48х140 см;359;12-10-314-743.jpg;;;;
12-10/314/861/76;Доріжка “Зимова казка” червона;Домашній текстиль/Для кухні/Скатертини;Доріжка “Зимова казка” червона;100% льон;48х140 см;359;12-10-314-861.jpg;;;;
12-10/314/880/76;Доріжка “Зимова казка” синя;Домашній текстиль/Для кухні/Скатертини;Доріжка “Зимова казка” синя;100% льон;48х140 см;359;12-10-314-880.jpg;;;;
113-63/151/000/76;Плед "Чарлі" льняний в асортименті;Домашній текстиль/Інтер`єрний текстиль/Покривала;Плед "Чарлі" льняний в асортименті;100% льон;110х190 см;490;Bpled-Charli.jpg;;;;
23-24/108/001/99;Скатертина жаккардова “Греція” ;Домашній текстиль/Для кухні/Скатертини;Скатертина жаккардова “Греція” ;100% льон;155х230 см;590;23-21-108-001-99.JPG;;;;
23-30/108/001/99;Скатертина жаккардова “Греція” ;Домашній текстиль/Для кухні/Скатертини;Скатертина жаккардова “Греція” ;100% льон;155х290 см;690;23-21-108-001-99.JPG;;;;
82-10/341/330/76;Рушник “Злагода” сірий;Домашній текстиль/Для кухні/Рушники;Рушник “Злагода” сірий;100% льон;43х145 см;439;82-10-341-330-76.jpg;;;;
82-05/341/000/76;Рушник “Злагода” білий;Домашній текстиль/Для кухні/Рушники;Рушник “Злагода” білий;100% льон;35х110 см;189;82-05-341-000-76.jpg;;;;
82-34/341/000/76;Рушник під коровай;Домашній текстиль/Для кухні/Рушники;Рушник під коровай;100% льон;43х220 см;439;82-24-341-000-76.jpg;;;;
85-07/341/02к/76;Рушник “Злагода” білий;Домашній текстиль/Для кухні/Рушники;Рушник “Злагода” білий;100% льон;35х55 см;129;85-07-341-02r-76.jpg;;;;
42-42/398/101/76;Комплект подарунковий “Лілія” білий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лілія” білий;100% льон;140х250 см, 6 серв. 30Х40 см;1490;42-42-398-101.jpg;;;;
42-42/398/743/76;Комплект подарунковий “Лілія” сірий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лілія” сірий;100% льон;140х250 см, 6 серв. 30Х40 см;1490;42-42-398-743.jpg;;;;
42-42/398/957/76;Комплект подарунковий “Лілія” кавовий;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лілія” кавовий;100% льон;140х250 см, 6 серв. 30Х40 см;1490;42-42-398-957.jpg;;;;
42-42/299/372/76;Комплект подарунковий “Сонях” зелений;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Сонях” зелений;100% льон;140х220 см, 120х120 см, 6 серв. 35Х35 см;1290;42-42-299-372.jpg;;;;
82-10/415/330/76;Рушник “Дерево щастя – 2” сірий;Домашній текстиль/Для кухні/Рушники;Рушник “Дерево щастя – 2” сірий з вишивкою;100% льон;43х145 см;380;82-10-415-330-76.jpg;;;;
85-10/412/330/76;Рушник “Дерево щастя ” сірий;Домашній текстиль/Для кухні/Рушники;Рушник “Дерево щастя ” сірий з вишивкою та мереживом;100% льон;43х150 см;470;85-10-412-330-76.jpg;;;;
82-06/415/000/76;Рушник “Дерево щастя – 2” білий;Домашній текстиль/Для кухні/Рушники;Рушник “Дерево щастя – 2” білий з вишивкою;100% льон;43х220 см;380;82-06-415-000-76.jpg;;;;
85-06/412/000/76;Рушник “Дерево щастя ” білий;Домашній текстиль/Для кухні/Рушники;Рушник “Дерево щастя ” білий з вишивкою та мереживом;100% льон;43х220 см;450;85-06-412-000-76.jpg;;;;
10-00/291/000/76;Фартух “Квіти. Волошки”;Домашній текстиль/Для кухні/Фартухи;Фартух “Квіти. Волошки” з вишивкою;100% льон;;249;10-00-291-000-76.jpg;;;;
10-00/290/000/76;Фартух “Квіти. Маки”;Домашній текстиль/Для кухні/Фартухи;Фартух “Квіти. Маки” з вишивкою;100% льон;;249;10-00-290-000-76.jpg;;;;
10-00/384/000/76;Фартух “Квіти. Соняхи”;Домашній текстиль/Для кухні/Фартухи;Фартух “Квіти. Соняхи” з вишивкою;100% льон;;249;10-00-384-000-76.jpg;;;;
82-04/290/000/76;Рушник “Квіти. Маки”;Домашній текстиль/Для кухні/Рушники;Рушник “Квіти. Маки” з вишивкою;100% льон;45х65 см;129;82-04-290-000-76.jpg;;;;
82-04/291/000/76;Рушник “Квіти. Волошки”;Домашній текстиль/Для кухні/Рушники;Рушник “Квіти. Волошки” з вишивкою;100% льон;45х65 см;129;82-04-291-000-76.jpg;;;;
82-04/384/000/76;Рушник “Квіти. Соняхи”;Домашній текстиль/Для кухні/Рушники;Рушник “Квіти. Соняхи” з вишивкою;100% льон;45х65 см;129;82-04-384-76.jpg;;;;
82-17/392/000/76;Рушник “Котик”;Домашній текстиль/Для кухні/Рушники;Рушник “Котик” з вишивкою;100% льон;36х60 см;99;82-17-392-000-76.jpg;;;;
10-00/007/000/76;Фартух “Песик” ;Домашній текстиль/Для кухні/Фартухи;Фартух “Песик” ;100% льон;36х60 см;249;10-00-007-000-76.jpg;;;;
42-42/425/511/76;Комплект подарунковий “Лувр” бордо;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лувр” бордо, вишивка у чотирьох кутах і на серветках;100% льон;140х220 см, 6 серв. 35Х35 см;1190;42-42-425-511-76.jpg;;;;
42-52/425/511/76;Комплект подарунковий “Лувр” бордо;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лувр” бордо, вишивка у чотирьох кутах і на серветках;100% льон;140х280 см, 8 серв. 35Х35 см;1390;42-42-425-511-76.jpg;;;;
42-18/425/511/76;Комплект подарунковий “Лувр” бордо;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лувр” бордо, вишивка на двух сторонах і на серветках;100% льон;60х110 см, 4 серв. 35Х35 см;490;42-18-425-511-76.jpg;;;;
42-18/425/372/76;Комплект подарунковий “Лувр” зелений;Домашній текстиль/Для кухні/Комплекти;Комплект подарунковий “Лувр” зелений, вишивка на двух сторонах і на серветках;100% льон;60х110 см, 4 серв. 35Х35 см;490;42-18-425-372-76.jpg;;;;
82-04/419/000/76;Рушник “Кактуси”;Домашній текстиль/Для кухні/Рушники;Рушник колекція “Домашні рослини” Кактуси;100% льон;45х65 см;129;82-04-419-000-76.jpg;;;;
82-04/421/000/76;Рушник “Фікуси”;Домашній текстиль/Для кухні/Рушники;Рушник колекція “Домашні рослини” Фікуси;100% льон;45х65 см;129;82-04-421-000-76.jpg;;;;
23-29/023/133/76;Скатертина жакардова “Уляна” сіра;Домашній текстиль/Для кухні/Скатертини;Скатертина жакардова “Уляна” сіра;100% льон;110х145 см;450;23-29-023-133-76.jpg;;;;
23-24/023/133/76;Скатертина жакардова “Уляна” сіра;Домашній текстиль/Для кухні/Скатертини;Скатертина жакардова “Уляна” сіра;100% льон;145х215 см;850;23-29-023-133-76.jpg;;;;
23-31/023/133/76;Скатертина жакардова “Уляна” сіра;Домашній текстиль/Для кухні/Скатертини;Скатертина жакардова “Уляна” сіра;100% льон;145х285 см;1090;23-29-023-133-76.jpg;;;;
83-04/023/133/76;Рушник жакардовий "Уляна" сірий;Домашній текстиль/Для кухні/Рушники;Рушник жакардовий "Уляна" сірий;100% льон;45х70 см;99;83-04-023-133-76.jpg;;;;
82-04/390/016/76;Рушник з вишивкою "Франческа" світло-трояндовий;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Франческа" світло-трояндовий;100% льон;45*70 см;129;82-04-390-016-76.jpg;;;;
82-04/390/584/76;Рушник з вишивкою "Франческа" бежевий;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Франческа" бежевий;100% льон;45*70 см;129;82-04-390-584-76.jpg;;;;
10-00/390/061/76;Фартух з вишивкою "Франческа" сірий;Домашній текстиль/Для кухні/Фартухи;Фартух з вишивкою "Франческа" сірий;100% льон;;299;10-00-390-0617.jpg;;;;
10-00/390/884/76;Фартух з вишивкою "Франческа" оливковий;Домашній текстиль/Для кухні/Фартухи;Фартух з вишивкою "Франческа" оливковий;100% льон;;299;10-00-390-884-76.jpg;;;;
82-04/251/016/76;Рушник з вишивкою "Дерева" світло-трояндовий;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Дерева" світло-трояндовий;100% льон;45*70 см;149;82-04-251-016-76.jpg;;;;
82-04/251/1305/76;Рушник з вишивкою "Дерева" сірий;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Дерева" сірий;100% льон;45*70 см;149;82-04-251-1305-76.jpg;;;;
82-04/251/1354/76;Рушник з вишивкою "Дерева" оранж;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Дерева" оранж;100% льон;45*70 см;149;82-04-251-1354-76.jpg;;;;
82-04/251/884/76;Рушник з вишивкою "Дерева" оливковий;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Дерева" оливковий;100% льон;45*70 см;149;82-04-251-884-76.jpg;;;;
10-04/251/1097/76;Фартух з вишивкою "Дерева" бірюзовий;Домашній текстиль/Для кухні/Фартухи;Фартух з вишивкою "Дерева" бірюзовий;100% льон;;340;10-00-251-1097-76.jpg,10-00-251-1097-1-76.jpg;;;;
10-04/251/930/76;Фартух з вишивкою "Дерева" коричневий;Домашній текстиль/Для кухні/Фартухи;Фартух з вишивкою "Дерева" коричневий;100% льон;;340;10-00-251-930-76.jpg,10-00-251-930-1-76.jpg;;;;
82-04/425/000/76;Рушник колекція “Насолода” Лимон;Домашній текстиль/Для кухні/Рушники;Рушник колекція “Насолода” Лимон;100% льон;45*65 см;129;82-04-425-000-76.jpg;;;;
82-04/426/000/76;Рушник колекція “Насолода” Гранат;Домашній текстиль/Для кухні/Рушники;Рушник колекція “Насолода” Гранат;100% льон;45*65 см;129;82-04-426-000-76.jpg;;;;
82-04/427/000/76;Рушник колекція “Насолода” Виноград;Домашній текстиль/Для кухні/Рушники;Рушник колекція “Насолода” Виноград;100% льон;45*65 см;129;82-04-427-000-76.jpg;;;;
82-24/422/237/76;Рушник “Квітковий” з червоною вишивкою;Домашній текстиль/Для кухні/Рушники;Рушник “Квітковий” з червоною вишивкою;100% льон;35*210 см;459;82-24-422-237-76.jpg;;;;
82-24/422/359/76;Рушник “Квітковий” з синьою вишивкою;Домашній текстиль/Для кухні/Рушники;Рушник “Квітковий” з синьою вишивкою;100% льон;35*210 см;459;82-24-422-359-76.jpg;;;;
82-17/423/000/76;Рушник з вишивкою "Кури" ;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Кури" ;100% льон;36*60 см;99;82-17-423-000-76.jpg;;;;
82-17/424/000/76;Рушник з вишивкою "Гуси" ;Домашній текстиль/Для кухні/Рушники;Рушник з вишивкою "Гуси" ;100% льон;36*60 см;99;82-17-424-000-76.jpg;;;;
12-10//250/101/76;Доріжка з вишивкою “Різдвяна зірка” біла;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Різдвяна зірка” біла;100% льон;48*140 см;390;12-10-250-101-76.jpg;;;;
12-10//250/382/76;Доріжка з вишивкою “Різдвяна зірка” синя;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Різдвяна зірка” синя;100% льон;48*140 см;390;12-10-250-382-76.jpg;;;;
12-10//250/534/76;Доріжка з вишивкою “Різдвяна зірка” зелена;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Різдвяна зірка” зелена;100% льон;48*140 см;390;12-10-250-534-76.jpg;;;;
22-32/252/442/76;Столешня з червоною вишивкою “Іграшка”;Домашній текстиль/Для кухні/Скатертини;Столешня з червоною вишивкою “Іграшка”;100% льон;100*100 см;279;22-32-252-44276.jpg;;;;
22-32/252/880/76;Столешня з синьою вишивкою “Іграшка”;Домашній текстиль/Для кухні/Скатертини;Столешня з синьою вишивкою “Іграшка”;100% льон;100*100 см;279;22-32-252-880-76.jpg;;;;
22-32/253/000/76;Столешня з вишивкою “Снігурі”;Домашній текстиль/Для кухні/Скатертини;Столешня з вишивкою “Снігурі”;100% льон;100*100 см;279;22-32-253-000-76.jpg;;;;
42-31/255/000/18;Комплект столовий "Ружа" білий;Домашній текстиль/Для кухні/Комплекти ;Комплект столовий з вишивкою "Ружа" білий;100% льон;Скатертина 140*140 см- 1шт., серветки 35*35 см- 4 шт.;990;42-31-255-000-18.jpg;;;;
42-31/255/010/03;Комплект столовий "Ружа" сірий;Домашній текстиль/Для кухні/Комплекти ;Комплект столовий з вишивкою "Ружа" сірий;100% льон;Скатертина 140*140 см- 1шт., серветки 35*35 см- 4 шт.;990;42-31-255-010-03.jpg;;;;
42-42/255/000/18;Комплект столовий "Ружа" білий;Домашній текстиль/Для кухні/Комплекти ;Комплект столовий з вишивкою "Ружа" білий;100% льон;Скатертина 140*220 см- 1шт., серветки 35*35 см- 6 шт.;1290;42-31-255-000-18.jpg;;;;
42-42/255/010/03;Комплект столовий "Ружа" сірий;Домашній текстиль/Для кухні/Комплекти ;Комплект столовий з вишивкою "Ружа" сірий;100% льон;Скатертина 140*220 см- 1шт., серветки 35*35 см- 6 шт.;1290;42-31-255-010-03.jpg;;;;
42-45/255/000/18;Комплект столовий "Ружа" білий;Домашній текстиль/Для кухні/Комплекти ;Комплект столовий з вишивкою "Ружа" білий;100% льон;Скатертина 140*280 см- 1шт., серветки 35*35 см- 8 шт.;1490;42-31-255-000-18.jpg;;;;
42-45/255/010/03;Комплект столовий "Ружа" сірий;Домашній текстиль/Для кухні/Комплекти ;Комплект столовий з вишивкою "Ружа" сірий;100% льон;Скатертина 140*280 см- 1шт., серветки 35*35 см- 8 шт.;1490;42-31-255-010-03.jpg;;;;
22-24/016/000/76;Скатертина “Ромашкове поле” біла;Домашній текстиль/Для кухні/Скатертини;Скатертина з вишивкою “Ромашкове поле” біла;100% льон;140*220 см  ;990;22-24-016-000-76.JPG;;;;
22-24/016/010/03;Скатертина “Ромашкове поле” сіра;Домашній текстиль/Для кухні/Скатертини;Скатертина з вишивкою  “Ромашкове поле” сіра;100% льон;140*220 см  ;990;22-24-016-010-03.JPG;;;;
22-24/016/359/76;Скатертина “Ромашкове поле” синя;Домашній текстиль/Для кухні/Скатертини;Скатертина з вишивкою “Ромашкове поле” синя;100% льон;140*220 см  ;990;22-24-016-359-76.JPG;;;;
22-24/120/000/18;Скатертина “Макове поле” біла;Домашній текстиль/Для кухні/Скатертини;Скатертина з вишивкою  “Макове поле” біла;100% льон;140*220 см  ;990;22-24-120-000-18.JPG;;;;
22-24/120/010/03;Скатертина “Макове поле” сіра;Домашній текстиль/Для кухні/Скатертини;Скатертина з вишивкою “Макове поле” сіра;100% льон;140*220 см  ;990;22-24-120-010-03.JPG;;;;
12-10/016/000/18;Доріжка з вишивкою “Ромашкове поле” біла;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Ромашкове поле” біла;100% льон;40*135 см;299;12-10-016.JPG;;;;
12-10/016/010/03;Доріжка з вишивкою “Ромашкове поле” сіра;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Ромашкове поле” сіра;100% льон;40*135 см;299;12-10-016-010-03.JPG;;;;
12-10/120/000/18;Доріжка з вишивкою “Макове поле” біла;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Макове поле” біла;100% льон;40*135 см;299;12-10-120-000-18.JPG;;;;
12-10/120/010/03;Доріжка з вишивкою “Макове поле” сіра;Домашній текстиль/Для кухні/Рушники;Доріжка з вишивкою “Макове поле” сіра;100% льон;40*135 см;299;12-10-120-03-10.JPG;;;;
94-91/400/033/78;Комплект постільної білизни "Діжон"  (варений);Домашній текстиль/Для спальні/Комплекти постільної білизни;Комплект постільної білизни "Діжон" синій меланж ,(варений);100% льон;Простирадло-220*240 см, підковдра-200*220см ,2 наволочки -50*70см;4400;94-91-400-033-78.jpg;;;;
42-52/299/372/76;Комплект подарунковий “Сонях” зелений;Домашній текстиль/Для кухні/Комплекти ;Комплект подарунковий “Сонях” зелений;100% льон;140*280, 120*120, 8-35*35;1490;42-42-299-372.jpg;;;;
